statement_id,model,request_id,unit_id,doc_id,page,stratum,block_id,quote,quote_en,code1,odr,privacy_direction,privacy_relation,strength,source_mode,assignment_status,best_score,match_method,matched_field,gold_id,paragraph_id,gold_truth,reference_code,exact_code_match
codex:CAL-043-U01:S001,codex,CAL-R0008,CAL-043-U01,UN_ESCAP_ESCAP-2022-RP-National-study-central-bank-digital-currency-stablecoin-Maldives,41,probability,CAL-043-P0041-B01,"It is an aim of th is project to ensure that Maldivian FinTech companies are involved in 
the development of the CBDC and stablecoin / asset tokenization initiatives .",,OTHER.keep,proposal,neutral,not_applicable,2,text,assigned,1.0,fuzzy_character,quote,G043,P06,positive,INTEROP.domestic,False
codex:CAL-046-U01:S001,codex,CAL-R0008,CAL-046-U01,UN_ESCAP_4e8e7145_2023,19,probability,CAL-046-P0019-B01,"The system provides a 
central mobile App, so bank-issued wallets may not be vital.",,SYS.design,decision,neutral,not_applicable,2,text,assigned,1.0,normalized_contains,quote,G046,P01,positive,KYC.INTERMED,False
codex:CAL-047-U01:S001,codex,CAL-R0008,CAL-047-U01,RU_Russia_consultation_paper_201013,18,probability,CAL-047-P0018-B01,"It is also important that the infrastructure allows digital ruble transactions initiated by the payee 
or third parties with the consent of the owner, which will, inter alia, support the existing technology 
of automatic payments for utility and other regular services provided to households.",,PROG.generic,proposal,neutral,not_applicable,2,text,assigned,1.0,normalized_contains,quote,G047,P01,positive,PROG.generic,True
codex:CAL-047-U01:S002,codex,CAL-R0008,CAL-047-U01,RU_Russia_consultation_paper_201013,18,probability,CAL-047-P0018-B01,"The use of a digital ruble will increase settlement transparency and help reduce AML/CFT/
CFPWMD risks as well as the costs of the financial industry in counteracting illegal actions.",,AML.MON,proposal,neutral,not_applicable,2,text,assigned,1.0,normalized_contains,quote,G047,P02,positive,,False
codex:CAL-047-U01:S003,codex,CAL-R0008,CAL-047-U01,RU_Russia_consultation_paper_201013,18,probability,CAL-047-P0018-B01,"At this point, it is more realistic to implement a model where financial institutions responsible 
for the execution of the national AML/CFT/CFPWMD legislation are endowed with relevant powers 
and their current functionality related to AML/CFT/CFPWMD is extended, inter alia, to digital ruble 
operations.",,KYC.INTERMED,proposal,neutral,not_applicable,3,text,assigned,1.0,normalized_contains,quote,G047,P04,positive,,False
codex:CAL-047-U01:S004,codex,CAL-R0008,CAL-047-U01,RU_Russia_consultation_paper_201013,18,probability,CAL-047-P0018-B01,"The use of a digital ruble implies the ability to use payment applications on mobile devices, use 
of ATMs and other automatic payment devices, and the ability to use digital ruble media offline.",,OPS.resilience,proposal,neutral,not_applicable,2,text,assigned,1.0,normalized_contains,quote,G047,P05,positive,,False
codex:CAL-047-U01:S005,codex,CAL-R0008,CAL-047-U01,RU_Russia_consultation_paper_201013,18,probability,CAL-047-P0018-B01,"Therefore, if a digital ruble is introduced as a publicly available payment instrument, a targeted 
training programme should be carried out aimed at improving general digital and financial literacy 
and developing the skills required to perform digital ruble transactions.",,ACCESS.universal,proposal,neutral,not_applicable,2,text,unassigned,1.0,normalized_contains,quote,,,,,False
codex:CAL-047-U01:S006,codex,CAL-R0008,CAL-047-U01,RU_Russia_consultation_paper_201013,18,probability,CAL-047-P0018-B01,"Special 
attention must be paid to certain categories of people with potentially low digital and financial 
literacy, as well as those who are not covered by the education system.",,ACCESS.universal,proposal,neutral,not_applicable,2,text,unassigned,1.0,normalized_contains,quote,,,,,False
codex:CAL-047-U01:S007,codex,CAL-R0008,CAL-047-U01,RU_Russia_consultation_paper_201013,18,probability,CAL-047-P0018-B01,"Mobile applications supporting digital ruble transactions should provide users with simple and 
clear information on the balance and operations in digital rubles.",,ADOPT.experience,proposal,neutral,not_applicable,2,text,assigned,1.0,normalized_contains,quote,G047,P06,positive,ADOPT.experience,True
codex:CAL-047-U01:S008,codex,CAL-R0008,CAL-047-U01,RU_Russia_consultation_paper_201013,18,probability,CAL-047-P0018-B01,"At the user’s request, detailed 
information on transactions must be provided, for example, in the form of an account statement 
sent by email or other communication channel.",,ADOPT.experience,proposal,neutral,not_applicable,2,text,unassigned,1.0,normalized_contains,quote,,,,,False
codex:CAL-047-U01:S009,codex,CAL-R0008,CAL-047-U01,RU_Russia_consultation_paper_201013,18,probability,CAL-047-P0018-B01,"When developing interfaces and devices for 
digital ruble payments, it is necessary to take into account the needs of people with disabilities.",,ACCESS.universal,proposal,neutral,not_applicable,2,text,unassigned,1.0,normalized_contains,quote,,,,,False
codex:CAL-050-U01:S001,codex,CAL-R0009,CAL-050-U01,CN_China_BIS_2022,36,probability,CAL-050-P0036-B01,"In Brazil the main objective of the introduction of a CBDC is to provide 
entrepreneurs with a safe and reliable environment to innovate through the use 
of programmability technologies, such as programable money and smart 
contracts.",,PROG.generic,proposal,neutral,not_applicable,3,text,assigned,1.0,normalized_contains,quote,G050,P03,excluded,,False
codex:CAL-051-U01:S001,codex,CAL-R0009,CAL-051-U01,CN_China_2021,8,probability,CAL-051-P0008-B01,"E
-
C
N
Y
i
s
a
n
a
c
c
ount
-
ba
s
e
d,
qua
s
i
-
a
c
c
ount
-
ba
s
e
d
a
nd
va
l
ue
-
ba
s
e
d
hy
b
r
i
d
pa
y
m
e
nt
i
ns
t
r
um
e
nt
.",,TECH.TOKEN.decided_yes,decision,neutral,not_applicable,3,text,assigned,1.0,fuzzy_character,quote,G051,P02,positive,,False
codex:CAL-051-U01:S002,codex,CAL-R0009,CAL-051-U01,CN_China_2021,8,probability,CAL-051-P0008-B01,"T
he
e
-
C
N
Y
i
s
a
s
ubs
t
i
t
ut
e
f
or
M
0.",,CASH.relation,decision,neutral,not_applicable,3,text,unassigned,0.96,fuzzy_character,quote,,,,,False
codex:CAL-051-U01:S003,codex,CAL-R0009,CAL-051-U01,CN_China_2021,8,probability,CAL-051-P0008-B01,"T
hus
,
i
t
i
s
t
r
e
a
t
e
d
t
he
s
a
m
e
a
s
t
he
phy
s
i
c
a
l
R
M
B
unde
r
M
0,
w
hi
c
h
c
a
r
r
i
e
s
a
nd
pa
y
s
no
i
nt
e
r
e
s
t
.",,PROG.remuneration_no,decision,neutral,not_applicable,3,text,unassigned,0.594595,fuzzy_character,quote,,,,,False
codex:CAL-051-U01:S004,codex,CAL-R0009,CAL-051-U01,CN_China_2021,8,probability,CAL-051-P0008-B01,"C
ons
i
s
t
e
nt
w
i
t
h
t
he
m
a
na
ge
m
e
nt
of
phy
s
i
c
a
l
R
M
B
,
t
he
P
B
O
C
doe
s
not
c
ha
r
g
e
a
ut
hor
i
z
e
d
ope
r
a
t
or
s
f
or
e
x
c
ha
nge
a
nd
c
i
r
c
ul
a
t
i
on
s
e
r
vi
c
e
s
,
a
nd
t
he
ope
r
a
t
or
s
do
not
c
ha
r
g
e
i
ndi
vi
dua
l
c
l
i
e
nt
s
f
or
t
he
e
xc
ha
nge
of
e
-
C
N
Y
e
i
t
he
r
.",,ADOPT.experience,decision,neutral,not_applicable,2,text,assigned,1.0,fuzzy_character,quote,G051,P03,positive,,False
codex:CAL-051-U01:S005,codex,CAL-R0009,CAL-051-U01,CN_China_2021,8,probability,CAL-051-P0008-B01,"A
c
c
or
di
ng
t
o
s
e
t
t
l
e
m
e
nt
f
i
na
l
i
t
y
,
t
he
e
-
C
N
Y
i
s
l
oos
e
l
y
c
oupl
e
d
w
i
t
h
ba
nk
a
c
c
ount
s
,
a
nd
t
hus
pa
y
m
e
nt
s
t
hr
ough
e
-
C
N
Y
w
a
l
l
e
t
s
a
r
e
s
e
t
t
l
e
d
upon
pa
y
m
e
nt
.",,INTEROP.domestic,decision,neutral,not_applicable,3,text,assigned,1.0,fuzzy_character,quote,G051,P04,positive,,False
codex:CAL-051-U01:S006,codex,CAL-R0009,CAL-051-U01,CN_China_2021,8,probability,CAL-051-P0008-B01,"E
-
C
N
Y
f
ol
l
ow
s
t
he
pr
i
nc
i
pl
e
of
“
a
nony
m
i
t
y
f
or
s
m
a
l
l
va
l
ue
a
nd
t
r
a
c
e
a
bl
e
f
or
hi
g
h
va
l
ue
,
”
a
nd
a
t
t
a
c
he
s
g
r
e
a
t
i
m
por
t
a
nc
e
t
o
pr
ot
e
c
t
i
ng
pe
r
s
ona
l
i
nf
or
m
a
t
i
o
n
a
nd
pr
i
va
c
y
.",,PRIV.ANON,decision,conditional,from_state,3,text,assigned,1.0,fuzzy_character,quote,G051,P05,positive,,False
codex:CAL-051-U01:S007,codex,CAL-R0009,CAL-051-U01,CN_China_2021,8,probability,CAL-051-P0008-B01,"T
he
e
-
C
N
Y
s
y
s
t
e
m
c
ol
l
e
c
t
s
l
e
s
s
t
r
a
ns
a
c
t
i
on
i
nf
or
m
a
t
i
on
t
ha
n
t
r
a
di
t
i
ona
l
e
l
e
c
t
r
oni
c
pa
y
m
e
nt
a
nd
doe
s
not
pr
ovi
de
i
nf
or
m
a
t
i
on
t
o
t
hi
r
d
pa
r
t
i
e
s
or
ot
he
r
g
ove
r
nm
e
nt
a
ge
nc
i
e
s
unl
e
s
s
s
t
i
pul
a
t
e
d
ot
he
r
w
i
s
e
i
n
l
a
w
s
a
nd
r
e
gul
a
t
i
ons
.",,PRIV.MIN,decision,increases,from_state,3,text,unassigned,1.0,fuzzy_character,quote,,,,,False
codex:CAL-052-U01:S001,codex,CAL-R0009,CAL-052-U01,MO_AMCM_eMOP_WP,20,probability,CAL-052-P0020-B01,"Simultaneously, the adoption of e-MOP is 
expected to enhance financial inclusion, maintain financial stability 
and provide solid support for Macao’s financial industry, as well as 
the broader socioeconomic development.",,ACCESS.universal,proposal,neutral,not_applicable,2,text,assigned,0.870968,fuzzy_token,quote,G052,P01,positive,,False
codex:CAL-052-U01:S002,codex,CAL-R0009,CAL-052-U01,MO_AMCM_eMOP_WP,20,probability,CAL-052-P0020-B01,"As a legal tender by nature, e-MOP can be accessed via specialised 
software and hardware wallets.",,LEGAL.basis,decision,neutral,not_applicable,3,text,assigned,1.0,normalized_contains,quote,G052,P03,positive,,False
codex:CAL-056-U01:S001,codex,CAL-R0010,CAL-056-U01,HK_HKMA_2022,18,probability,CAL-056-P0018-B01,"The HKMA concurs that managing competing 
design principles, with due regard to 
regulatory and compliance standards, would 
be one of the critical aspects in the design 
architecture of CBDC.",,PRIV.BAL,proposal,conditional,from_state,2,text,assigned,1.0,normalized_contains,quote,G056,P03,positive,,False
codex:CAL-058-U01:S001,codex,CAL-R0010,CAL-058-U01,NO_Norway_norges-bank-memo-1-2021,47,probability,CAL-058-P0047-B01,"På den annen side vil et kontobasert system med en egen modul for lokal 
lagring trolig være best egnet til umiddelbare og endelige offline-betalinger i en 
beredskapssituasjon.","On the other hand, an account-based system with a separate module for local storage will probably be best suited to immediate and final offline payments in an emergency situation.",OPS.resilience,proposal,neutral,not_applicable,2,text,unassigned,0.0,none,,,,,,False
codex:CAL-058-U01:S002,codex,CAL-R0010,CAL-058-U01,NO_Norway_norges-bank-memo-1-2021,47,probability,CAL-058-P0047-B01,"Selv om skillet mellom løsninger i BIS (2018) kan være nyttig for eksempel 
ved analyser av økonomiske virkninger, synes det ikke hensiktsmessig å 
opprettholde skillet i det videre arbeidet med å validere løsninger mot 
egenskaper, særlig i teknisk testing.","Although the distinction between solutions in BIS (2018) may be useful, for example in analyses of economic effects, it does not seem appropriate to maintain the distinction in the further work of validating solutions against properties, especially in technical testing.",TECH.TOKEN.considered,proposal,neutral,not_applicable,2,text,unassigned,0.0,none,,,,,,False
codex:CAL-061-U01:S001,codex,CAL-R0011,CAL-061-U01,FR_BdF_2022,10,stress_nonEN,CAL-061-P0010-B01,"The Banque 
de France was the first to conduct 
interbank CBDC experiments, including 
the implementation of a CBDC “under 
real conditions” .",,PROC.pilot_learning,finding,neutral,not_applicable,2,text,assigned,1.0,normalized_contains,quote,G061,P06,excluded,,False
codex:CAL-061-U01:S002,codex,CAL-R0011,CAL-061-U01,FR_BdF_2022,10,stress_nonEN,CAL-061-P0010-B01,"The tests 
conducted under real conditions focused 
on delivery versus payment (DvP), payment 
versus payment (PvP) transactions, and 
cross-border payments involving, in most 
cases, tokenised financial assets.",,INTEROP.crossborder,finding,neutral,not_applicable,2,text,assigned,1.0,normalized_contains,quote,G061,P07,excluded,,False
codex:CAL-061-U01:S003,codex,CAL-R0011,CAL-061-U01,FR_BdF_2022,10,stress_nonEN,CAL-061-P0010-B01,"The programme showed how an interbank 
CBDC could help secure the development 
of tokenised financial markets by providing 
stakeholders with the benefits of distributed 
ledger technology, in particular distributed 
ledger-based end-to-end processing of 
tokenised securities settlement and 
payment-versus-payment transactions, 
including cross-border transactions, while 
benefiting from secure central bank money 
settlement for the transactions made in this 
manner.",,TECH.DLT,finding,neutral,not_applicable,3,text,assigned,1.0,normalized_contains,quote,G061,P08,positive,TECH.TOKEN.considered,False
codex:CAL-062-U01:S001,codex,CAL-R0011,CAL-062-U01,UY_Uruguay_BCU_BilleteDigital_2017,6,stress_nonEN,CAL-062-P0006-B01,"Sistema GSMT (Global 
Solutions for Money 
Technologies) integrado por 
dos módulos GDM (emisión 
en BCU) y GEM (en IBM)","GSMT system (Global Solutions for Money Technologies), comprising two modules: GDM (issuance at BCU) and GEM (at IBM).",SYS.design,decision,neutral,not_applicable,2,text,unassigned,0.0,none,,,,,,False
codex:CAL-063-U01:S001,codex,CAL-R0011,CAL-063-U01,RU_Russia_digital_ruble_30062025,13,stress_nonEN,CAL-063-P0013-B01,"В июне 2022 г. в экспериментальной среде на тестовых цифровых рублях с банками из пилотной 
группы были отработаны переводы между физическими лицами (C2C), оплата товаров и услуг 
(C2B) по статической ссылке и возвраты по оплате товаров и услуг (B2C).","In June 2022, transfers between individuals (C2C), payment for goods and services (C2B) via a static link, and refunds for payments for goods and services (B2C) were tested in an experimental environment using test digital rubles with banks from the pilot group.",SYS.design,finding,neutral,not_applicable,3,text,unassigned,0.0,none,,,,,,False
codex:CAL-063-U01:S002,codex,CAL-R0011,CAL-063-U01,RU_Russia_digital_ruble_30062025,13,stress_nonEN,CAL-063-P0013-B01,"В сентябре 2022 г. 
были протестированы клиентские пути в приложениях участников","In September 2022, customer journeys in the participants' applications were tested.",PROC.pilot_learning,finding,neutral,not_applicable,2,text,unassigned,0.0,none,,,,,,False
codex:CAL-063-U01:S003,codex,CAL-R0011,CAL-063-U01,RU_Russia_digital_ruble_30062025,13,stress_nonEN,CAL-063-P0013-B01,В мае 2023 г. платформа цифрового рубля введена в промышленную эксплуатацию,"In May 2023, the digital-ruble platform was put into industrial operation.",SYS.design,decision,neutral,not_applicable,3,text,unassigned,0.0,none,,,,,,False
codex:CAL-063-U01:S004,codex,CAL-R0011,CAL-063-U01,RU_Russia_digital_ruble_30062025,13,stress_nonEN,CAL-063-P0013-B01,"11 июля 
2023 г. Г осударственная Дума приняла федеральные законы, которые позволили запустить пилот 
с использованием реальных цифровых рублей.","On 11 July 2023, the State Duma adopted federal laws that made it possible to launch a pilot using real digital rubles.",LEGAL.basis,decision,neutral,not_applicable,3,text,unassigned,0.0,none,,,,,,False
codex:CAL-063-U01:S005,codex,CAL-R0011,CAL-063-U01,RU_Russia_digital_ruble_30062025,13,stress_nonEN,CAL-063-P0013-B01,"В 2024 г. параметры пилота были расширены, что позволило постепенно увеличить число 
пользователей до 9 тыс. граждан и 1200 компаний.","In 2024, the pilot parameters were expanded, making it possible to gradually increase the number of users to 9,000 citizens and 1,200 companies.",PROC.pilot_learning,finding,neutral,not_applicable,2,text,unassigned,0.0,none,,,,,,False
codex:CAL-067-U01:S001,codex,CAL-R0012,CAL-067-U01,UA_NBU_E-hryvnia_2019,39,stress_nonEN,CAL-067-P0039-B01,Profit yield No No No No Yes,,PROG.remuneration_no,proposal,neutral,not_applicable,2,text,unassigned,0.0,none,,,,,,False
codex:CAL-067-U01:S002,codex,CAL-R0012,CAL-067-U01,UA_NBU_E-hryvnia_2019,39,stress_nonEN,CAL-067-P0039-B01,"Limits on retail 
transactions 
Yes No Yes Yes Depending on 
transaction type",,AML.LIMIT,proposal,neutral,not_applicable,2,text,unassigned,0.0,none,,,,,,False
codex:CAL-076-U01:S001,codex,CAL-R0013,CAL-076-U01,SG_MAS_mas-project-orchid-report,35,stress_long,CAL-076-P0035-B01,"Any such system would then 
need to ensure that the overall cost of the system is 
kept low for it to be a viable alternative.",,ADOPT.experience,proposal,neutral,not_applicable,2,text,assigned,1.0,normalized_contains,quote,G076,P01,positive,,False
codex:CAL-076-U01:S002,codex,CAL-R0013,CAL-076-U01,SG_MAS_mas-project-orchid-report,35,stress_long,CAL-076-P0035-B01,"It is important 
that special care be made to keep the user 
experience intuitive and accessible especially to 
more vulnerable segments of the population.",,ADOPT.experience,proposal,neutral,not_applicable,2,text,assigned,1.0,normalized_contains,quote,G076,P04,positive,,False
codex:CAL-076-U01:S003,codex,CAL-R0013,CAL-076-U01,SG_MAS_mas-project-orchid-report,35,stress_long,CAL-076-P0035-B01,"If users lose their private keys to their digital 
wallets, there is no feasible way to get back access 
to the contents of their digital wallets. This also 
means that any digital asset or PBM that is stored 
within that digital wallet will be inaccessible to 
any party.",,OPS.resilience,proposal,neutral,not_applicable,2,text,assigned,0.963134,fuzzy_character,quote,G076,P05,excluded,,False
codex:CAL-076-U01:S004,codex,CAL-R0013,CAL-076-U01,SG_MAS_mas-project-orchid-report,35,stress_long,CAL-076-P0035-B01,"PBMs are designed to be used in a permissioned 
ecosystem and for payments of goods and services 
that are provided by approved merchants. This is to 
mitigate money laundering and terrorist financing 
risk concerns.",,SYS.design,decision,neutral,not_applicable,2,text,assigned,1.0,normalized_contains,quote,G076,P12,positive,,False
codex:CAL-076-U01:S005,codex,CAL-R0013,CAL-076-U01,SG_MAS_mas-project-orchid-report,35,stress_long,CAL-076-P0035-B01,"To mitigate risks, the digital SGD issuer, the 
merchant wallet provider and the entity handling 
the last mile settlement would need to be a 
regulated bank or payment institution.",,SYS.design,proposal,neutral,not_applicable,2,text,unassigned,1.0,normalized_contains,quote,,,,,False
codex:CAL-077-U01:S001,codex,CAL-R0013,CAL-077-U01,FR_BdF_2022,11,stress_long,CAL-077-P0011-B01,"As the Banque de France follows a technology-
agnostic approach, its experiments have 
made it possible to test various technologies, 
whether private or public DLTs implemented 
on open or proprietary protocols.","La Banque de France adoptant une approche neutre sur le plan technologique, ses expérimentations ont permis de tester diverses technologies, qu'il s'agisse de DLT privées ou publiques mises en œuvre sur des protocoles ouverts ou propriétaires.",TECH.DLT,finding,neutral,not_applicable,2,text,assigned,1.0,normalized_contains,quote,G077,P02,positive,,False
codex:CAL-077-U01:S002,codex,CAL-R0013,CAL-077-U01,FR_BdF_2022,11,stress_long,CAL-077-P0011-B01,"The 
experiments have shown that, regardless 
of the underlying technology, an interbank 
CBDC can be an effective means of payment 
for the multiple use cases envisaged.","Les expérimentations ont montré que, quelle que soit la technologie sous-jacente, une CBDC interbancaire peut constituer un moyen de paiement efficace pour les multiples cas d'utilisation envisagés.",SYS.design,finding,neutral,not_applicable,3,text,unassigned,1.0,normalized_contains,quote,,,,,False
codex:CAL-077-U01:S003,codex,CAL-R0013,CAL-077-U01,FR_BdF_2022,11,stress_long,CAL-077-P0011-B01,"They 
also confirmed that central banks can retain 
control of the CBDC over these different 
types of DLTs, in particular by exploiting 
the programmability features of central bank 
money provided by this technology.","Elles ont également confirmé que les banques centrales peuvent conserver le contrôle de la CBDC sur ces différents types de DLT, notamment en exploitant les fonctionnalités de programmabilité de la monnaie de banque centrale offertes par cette technologie.",PROG.generic,finding,neutral,not_applicable,2,text,unassigned,0.519553,fuzzy_character,quote,,,,,False
codex:CAL-077-U01:S004,codex,CAL-R0013,CAL-077-U01,FR_BdF_2022,11,stress_long,CAL-077-P0011-B01,"The conclusions of this first experimental 
programme conducted in 2020 and 2021, 
which were the subject of a report2 and a 
press release3 published on the Banque de 
France website, confirm the intuitions that 
prompted the Banque de France to launch 
the programme: an interbank CBDC would 
maximise the benefits expected by the 
market from the use of DLT for interbank 
transactions by giving market participants a 
secure means of settlement in central bank 
money, thus eliminating any counterparty 
risk, in compliance with the European 
and international rules implemented after 
the 2008 crisis.","Les conclusions de ce premier programme expérimental mené en 2020 et 2021, qui ont fait l'objet d'un rapport et d'un communiqué de presse publiés sur le site de la Banque de France, confirment les intuitions qui ont conduit la Banque de France à lancer le programme : une CBDC interbancaire maximiserait les bénéfices attendus par le marché de l'utilisation de la DLT pour les transactions interbancaires, en fournissant aux acteurs du marché un moyen de règlement sûr en monnaie de banque centrale, éliminant ainsi tout risque de contrepartie, dans le respect des règles européennes et internationales mises en œuvre après la crise de 2008.",SYS.design,finding,neutral,not_applicable,3,text,unassigned,0.769231,fuzzy_character,quote,,,,,False
codex:CAL-077-U01:S005,codex,CAL-R0013,CAL-077-U01,FR_BdF_2022,11,stress_long,CAL-077-P0011-B01,"As regards the methodology, 
the experiments with market participants 
have proven to be a valuable tool to test, 
under real conditions, the selected use cases 
and help develop the definition of what a 
future interbank CBDC could look like.","En ce qui concerne la méthodologie, les expérimentations avec les acteurs du marché se sont révélées un outil précieux pour tester, en conditions réelles, les cas d'utilisation retenus et contribuer à définir ce que pourrait être une future CBDC interbancaire.",PROC.pilot_learning,finding,neutral,not_applicable,2,text,assigned,1.0,normalized_contains,quote,G077,P03,positive,TECH.DLT,False
codex:CAL-078-U01:S001,codex,CAL-R0013,CAL-078-U01,UA_NBU_E-hryvnia_2019,31,stress_long,CAL-078-P0031-B01,"Assessment of the basic technological solution used for 
implementation of the Platform allows for a gen eral 
conclusion that it will be fully possible and effective, although 
not mandatory (due to the lack of fundamental advantages), 
to use the distributed ledger technology for the Platform’s 
operation under the centralized model of e -hryvnia issuance 
and circulation.",,TECH.DLT,finding,neutral,not_applicable,3,text,assigned,1.0,fuzzy_character,quote,G078,P02,positive,,False
codex:CAL-078-U01:S002,codex,CAL-R0013,CAL-078-U01,UA_NBU_E-hryvnia_2019,31,stress_long,CAL-078-P0031-B01,"The main technological risk for development and distribution 
of the Platform in its current version is that a private version 
of the Stellar blockchain protocol (which was brought in line 
with the NBU’s requirements) was used for the Platform. 
Such version hampers (virtually prevents) the elimination of 
errors and vulnerabilities of the Stellar blockchain protocol as 
well as the development of the Platform’s functions as new 
options are being added to the basic blockchain protocol.",,OPS.resilience,finding,neutral,not_applicable,3,text,assigned,1.0,normalized_contains,quote,G078,P03,positive,,False
codex:CAL-078-U01:S003,codex,CAL-R0013,CAL-078-U01,UA_NBU_E-hryvnia_2019,31,stress_long,CAL-078-P0031-B01,"This risk makes it virtually unacceptable to apply at a national 
scale the solution used in the Pilot Project. The risk has to be 
taken into consideration in further development and 
reengineering of the Platform.",,OPS.resilience,decision,neutral,not_applicable,3,text,assigned,1.0,normalized_contains,quote,G078,P04,positive,TECH.DLT,False
codex:CAL-078-U01:S004,codex,CAL-R0013,CAL-078-U01,UA_NBU_E-hryvnia_2019,31,stress_long,CAL-078-P0031-B01,"Therefore, 
the only effective way of implementing the systems based on 
open-source projects would be to use a test solution with 
open Internet access to build and test the Platform’s 
components and to develop an efficient procedure for testing 
and introducing changes in the production environment.",,OPS.resilience,proposal,neutral,not_applicable,2,text,unassigned,0.697561,fuzzy_character,quote,,,,,False
codex:CAL-078-U01:S005,codex,CAL-R0013,CAL-078-U01,UA_NBU_E-hryvnia_2019,31,stress_long,CAL-078-P0031-B01,"The specifics of the blockchain solution selected for the Pilot 
Project include a requirement of time synchronization 
between the Platform’s nodes (especially validator nodes). In 
the test environmen t, blocks were closing unstably in the 
event of time desynchronization of over 10 seconds between 
validator servers.",,OPS.resilience,finding,neutral,not_applicable,2,text,assigned,1.0,fuzzy_character,quote,G078,P09,positive,,False
codex:CAL-078-U01:S006,codex,CAL-R0013,CAL-078-U01,UA_NBU_E-hryvnia_2019,31,stress_long,CAL-078-P0031-B01,"It is worth noting that, once a certain volume of data is stored 
to the Platform, there is a major slowdown in recovering a 
registered validator node and in adding a new one. Such an 
effect was found in the test system and, to some extent, 
during the recovery of validator nodes in the production 
environment in the course of the Pilot Project.",,OPS.resilience,finding,neutral,not_applicable,2,text,assigned,1.0,normalized_contains,quote,G078,P10,positive,TECH.DLT,False
claude:CAL-001-U01:S001,claude,CAL-R0001,CAL-001-U01,CN_China_BIS_2022,57,probability,CAL-001-P0057-B01,"In particular, the 
return on the CBDC could be set so that it does not exceed the marginal (average) 
net benefit of a deposit for an efficient price -taking bank.",,PROG.remuneration_considered,proposal,neutral,not_applicable,2,text,assigned,1.0,normalized_contains,quote,G001,P04,excluded,,False
claude:CAL-003-U01:S001,claude,CAL-R0001,CAL-003-U01,RU_Russia_digital_ruble_30062025,23,probability,CAL-003-P0023-B01,"Механизмы исполнения смарт-контрактов на платформе цифрового рубля функционируют 
с применением процедур контроля целостности смарт-контрактов и разграничения прав доступа 
к возможности их запуска.",Smart contract execution mechanisms on the digital ruble platform operate using procedures for controlling the integrity of smart contracts and differentiating access rights to launch them.,OPS.resilience,decision,neutral,not_applicable,2,text,unassigned,0.0,none,,,,,,False
claude:CAL-003-U01:S002,claude,CAL-R0001,CAL-003-U01,RU_Russia_digital_ruble_30062025,23,probability,CAL-003-P0023-B01,"Для защиты информации на платформе цифрового рубля используется система удостоверяющих 
центров, созданных на основе отечественных средств криптографической защиты информации 
(СКЗИ), сертифицированных ФСБ России.","To protect information on the digital ruble platform, a system of certification centers is used, created on the basis of domestic cryptographic information protection means (SKZI) certified by the FSB of Russia.",OPS.resilience,decision,neutral,not_applicable,2,text,unassigned,0.0,none,,,,,,False
claude:CAL-003-U01:S003,claude,CAL-R0001,CAL-003-U01,RU_Russia_digital_ruble_30062025,23,probability,CAL-003-P0023-B01,"Для обеспечения безопасности и надежности функционирования платформы цифрового рубля 
используются специализированные системы мониторинга информационной безопасности, 
позволяющие оперативно реагировать на любые попытки компьютерных атак и проводить 
обработку инцидентов информационной безопасности с целью защиты финансовых средств 
пользователей и участников платформы цифрового рубля и конфиденциальности информации.","To ensure the security and reliability of the digital ruble platform's operation, specialized information security monitoring systems are used, allowing rapid response to any attempted computer attacks and processing of information security incidents in order to protect the financial funds of users and participants of the digital ruble platform and the confidentiality of information.",OPS.resilience,decision,neutral,not_applicable,3,text,unassigned,0.0,none,,,,,,False
claude:CAL-003-U01:S004,claude,CAL-R0001,CAL-003-U01,RU_Russia_digital_ruble_30062025,23,probability,CAL-003-P0023-B01,"Банк России издал Положение № 833-П2, 
исполнение которого проверяется при подключении участника к платформе цифрового рубля 
в соответствии с Условиями по защите информации для участников платформы цифрового рубля, 
опубликованными на официальном сайте Банка России.","The Bank of Russia issued Regulation No. 833-P, compliance with which is verified when a participant connects to the digital ruble platform in accordance with the Information Protection Conditions for participants of the digital ruble platform, published on the official website of the Bank of Russia.",OPS.resilience,decision,neutral,not_applicable,2,text,unassigned,0.0,none,,,,,,False
claude:CAL-003-U01:S005,claude,CAL-R0001,CAL-003-U01,RU_Russia_digital_ruble_30062025,23,probability,CAL-003-P0023-B01,"Пользователи и участники взаимодействуют с платформой цифрового рубля по защищенным 
каналам связи с использованием СКЗИ, сертифицированных ФСБ России.",Users and participants interact with the digital ruble platform via secure communication channels using SKZI certified by the FSB of Russia.,OPS.resilience,decision,neutral,not_applicable,2,text,unassigned,0.0,none,,,,,,False
claude:CAL-003-U01:S006,claude,CAL-R0001,CAL-003-U01,RU_Russia_digital_ruble_30062025,23,probability,CAL-003-P0023-B01,"Все сообщения пользователей, направленные на платформу цифрового рубля, подписываются 
их электронными подписями и хранятся на платформе, что обеспечивает их целостность, 
возможность проверки авторства и проведения объективных претензионных процедур (при 
необходимости).","All user messages sent to the digital ruble platform are signed with their electronic signatures and stored on the platform, which ensures their integrity, the ability to verify authorship, and to conduct objective claims procedures (if necessary).",OPS.resilience,decision,neutral,not_applicable,2,text,unassigned,0.0,none,,,,,,False
