candidate_id,allocation,overlap,allocation_stratum,origin_type,doc_id,page,language,context_unit_id,alternate_context_unit_id,openai_statement_ids,claude_statement_ids,openai_codes,claude_codes,openai_odr,claude_odr,match_score,match_method,candidate_span_sha256
PC-00726,Martin,False,en|claude_only,claude_only,CA_BoC_RetailFeasibility_SDP2025_9,24,en,PRD-0108-P0024-U01,,,claude:PRD-0108-P0024-U01:S002,,OPS.resilience,,proposal,,,1f8a8b8c4325b4aedaf22b63232b7415275cb110f0609f50bcfa64c960b6a129
PC-00727,Dominik,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,24,en,PRD-0108-P0024-U01,PRD-0108-P0024-U01,openai:PRD-0108-P0024-U01:S002,claude:PRD-0108-P0024-U01:S004,SYS.design,SYS.design,proposal,decision,1.0,raw_equal,1f8a8b8c4325b4aedaf22b63232b7415275cb110f0609f50bcfa64c960b6a129
PC-00728,Dominik,False,en|claude_only,claude_only,CA_BoC_RetailFeasibility_SDP2025_9,24,en,PRD-0108-P0024-U01,,,claude:PRD-0108-P0024-U01:S003,,SYS.design,,decision,,,a2478010ebafd7e3c855aa819f74587fe08ff2e54e6b1ea2191f847b4a5986bb
PC-00729,both,True,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,24,en,PRD-0108-P0024-U01,PRD-0108-P0024-U01,openai:PRD-0108-P0024-U01:S001,claude:PRD-0108-P0024-U01:S001,PRIV.BAL,OPS.resilience,finding,finding,1.0,raw_equal,637569863cc67cfadc4f11363cd71e4f5a2656e693498512b7fefdf1842c3621
PC-00730,both,True,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,25,en,PRD-0108-P0025-U01,PRD-0108-P0025-U01,openai:PRD-0108-P0025-U01:S002,claude:PRD-0108-P0025-U01:S002,PRIV.BAL,PRIV.ANON,finding,finding,1.0,raw_contains,62bd5bdc963d5c54b704ff483e9459bd37be15c45dfbcdb94e1d50d5301dfebe
PC-00731,Dominik,False,en|openai_only,openai_only,CA_BoC_RetailFeasibility_SDP2025_9,25,en,PRD-0108-P0025-U01,,openai:PRD-0108-P0025-U01:S003,,SYS.design,,finding,,,,6de791ee5de6d0a096b6d365caf88fb38f2b2a2590d4c25de2f2f11777c63e95
PC-00732,Martin,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,25,en,PRD-0108-P0025-U01,PRD-0108-P0025-U01,openai:PRD-0108-P0025-U01:S001,claude:PRD-0108-P0025-U01:S001,SYS.design,SYS.design,proposal,finding,1.0,normalized_container,7680ff052f0d55a078badc1021d5bd685dd1d19e4fecfa543c12b7e55ccc3cfd
PC-00733,Martin,False,en|openai_only,openai_only,CA_BoC_RetailFeasibility_SDP2025_9,26,en,PRD-0108-P0026-U01,,openai:PRD-0108-P0026-U01:S001,,SYS.design,,finding,,,,0138ad511758d944ccf2768ca901d0b81051bc0d61b69ab24beb377208839eb1
PC-00734,Dominik,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,26,en,PRD-0108-P0026-U01,PRD-0108-P0026-U01,openai:PRD-0108-P0026-U01:S002,claude:PRD-0108-P0026-U01:S001,PRIV.CB.visibility.opaque,PRIV.CB.visibility.opaque,finding,finding,1.0,raw_contains,d75fb02d7a4b03106a231cddc963e7afeb0d4fe5e5dfb8a5268ba340c79c8870
PC-00735,Dominik,False,en|claude_only,claude_only,CA_BoC_RetailFeasibility_SDP2025_9,27,en,PRD-0108-P0027-U01,,,claude:PRD-0108-P0027-U01:S001,,SYS.design,,decision,,,66594af5e30a0e798e6bbdfcdfd614d07c4a3b6aa171533913c3040809f10460
PC-00736,both,True,en|claude_only,claude_only,CA_BoC_RetailFeasibility_SDP2025_9,27,en,PRD-0108-P0027-U01,,,claude:PRD-0108-P0027-U01:S004,,SYS.design,,finding,,,410e7352ea8fb5d56de2705bc5f9cae13a28088ca73beeb19280ced5ff869e21
PC-00737,Martin,False,en|claude_only,claude_only,CA_BoC_RetailFeasibility_SDP2025_9,27,en,PRD-0108-P0027-U01,,,claude:PRD-0108-P0027-U01:S002,,PROC.pilot_learning,,finding,,,335945ff7156f910f2f2fac370e6d3963853a9ceb31f1549aab6075efff98661
PC-00738,Dominik,False,en|claude_only,claude_only,CA_BoC_RetailFeasibility_SDP2025_9,27,en,PRD-0108-P0027-U01,,,claude:PRD-0108-P0027-U01:S003,,PRIV.PET,,finding,,,8a45271a0569fe42a1485b7f6bfc5665df4968a81961672f544dadb91c251147
PC-00739,Martin,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,28,en,PRD-0108-P0028-U01,,openai:PRD-0108-P0028-U01:S001,claude:PRD-0108-P0028-U01:S001,OPS.resilience,PROC.pilot_learning,finding,finding,1.0,raw_equal,9df62e54d47a73513a094d0f16a0eb5b534d669712f51c3fa64939f6fcbe3a8c
PC-00740,Martin,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,28,en,PRD-0108-P0028-U01,,openai:PRD-0108-P0028-U01:S003,claude:PRD-0108-P0028-U01:S003,OPS.resilience,PROC.pilot_learning,finding,finding,1.0,raw_equal,9ce10bff42a90d649aedc7518f9fa699d098d1b0a9ea84ea41a65868c6d66917
PC-00741,Dominik,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,28,en,PRD-0108-P0028-U01,,openai:PRD-0108-P0028-U01:S002,claude:PRD-0108-P0028-U01:S002,OPS.resilience,PROC.pilot_learning,finding,finding,1.0,raw_equal,bc0d0dd5973bcd037be9402d4722c438f03b4e29a386ef5d0f2b7d6c9c25345d
PC-00742,Dominik,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,28,en,PRD-0108-P0028-U01,,openai:PRD-0108-P0028-U01:S004,claude:PRD-0108-P0028-U01:S004,OPS.resilience,PROC.pilot_learning,finding,finding,1.0,raw_equal,e289698da7c7ddb07e15b12e5eb877fd3ce8fa9c4d2a99841ef920c15d6c41f5
PC-00743,Dominik,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,29,en,PRD-0108-P0029-U01,,openai:PRD-0108-P0029-U01:S001,claude:PRD-0108-P0029-U01:S001,OPS.resilience,PROC.pilot_learning,finding,finding,1.0,raw_equal,e6ec511c2d8d5a5badec19409973ca8bdd6b0c6216af770ef4dc86e27aee6734
PC-00744,Dominik,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,29,en,PRD-0108-P0029-U01,,openai:PRD-0108-P0029-U01:S005,claude:PRD-0108-P0029-U01:S005,OPS.resilience,PROC.pilot_learning,finding,finding,1.0,raw_equal,6ecd3c541ee0b63e8aeaac5c4599676f807d0394759f74da7efd7a516046cd6d
PC-00745,Martin,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,29,en,PRD-0108-P0029-U01,PRD-0108-P0029-U01,openai:PRD-0108-P0029-U01:S003,claude:PRD-0108-P0029-U01:S003,OPS.resilience,PROC.pilot_learning,finding,finding,1.0,raw_contains,7b1a41fe56851f55c87168d2c15205a67486fca2251bff4373f826d0ed23fe26
PC-00746,Dominik,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,29,en,PRD-0108-P0029-U01,PRD-0108-P0029-U01,openai:PRD-0108-P0029-U01:S004,claude:PRD-0108-P0029-U01:S004,OPS.resilience,PROC.pilot_learning,finding,finding,1.0,raw_equal,ff3ea1c528bae530cac79ed3fdc28f7218e3d6612e10749906eb5d6151747b5c
PC-00747,Dominik,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,29,en,PRD-0108-P0029-U01,,openai:PRD-0108-P0029-U01:S002,claude:PRD-0108-P0029-U01:S002,OPS.resilience,PROC.pilot_learning,finding,finding,1.0,raw_equal,3d51429fba7e804204c4d4a17d6dea0ed32755f6a8f18cc2cb9a05611e837b63
PC-00748,both,True,en|claude_only,claude_only,CA_BoC_RetailFeasibility_SDP2025_9,30,en,PRD-0108-P0030-U01,,,claude:PRD-0108-P0030-U01:S001,,KYC.INTERMED,,decision,,,068ff2e682cdf5112ef5455c010d43eac9c66157cc549d681174f00bd1b51e3f
PC-00749,Dominik,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,30,en,PRD-0108-P0030-U01,PRD-0108-P0030-U01,openai:PRD-0108-P0030-U01:S001,claude:PRD-0108-P0030-U01:S004,OTHER.keep,PRIV.PET,proposal,decision,1.0,raw_equal,a226c6de69de49e75952b6dced7193832d95f87c4f6283f0eaeb6fb33ac0ff7f
PC-00750,Martin,False,en|claude_only,claude_only,CA_BoC_RetailFeasibility_SDP2025_9,30,en,PRD-0108-P0030-U01,,,claude:PRD-0108-P0030-U01:S002,,PRIV.ANON,,decision,,,e8912a3599be7fffc90769c3807f13b7c8e1d0a96b5a4d820073c3b44d9d3957
PC-00751,Martin,False,en|claude_only,claude_only,CA_BoC_RetailFeasibility_SDP2025_9,30,en,PRD-0108-P0030-U01,,,claude:PRD-0108-P0030-U01:S006,,PRIV.PET,,decision,,,e24e6f7f1dde22504dcef703ff469d1317ee1aa385a1e1ba211752f9046d3869
PC-00752,Dominik,False,en|claude_only,claude_only,CA_BoC_RetailFeasibility_SDP2025_9,30,en,PRD-0108-P0030-U01,,,claude:PRD-0108-P0030-U01:S003,,PRIV.CB.visibility.opaque,,decision,,,a4c76bc88803439a104bdd4d7a34fef2904585ce9dad201c2b8871190adb7211
PC-00753,both,True,en|claude_only,claude_only,CA_BoC_RetailFeasibility_SDP2025_9,30,en,PRD-0108-P0030-U01,,,claude:PRD-0108-P0030-U01:S005,,PRIV.ANON,,decision,,,a08845c65bc107f530638b7f2b763075c5fdfe1fe9e36b552b298f9e181875d2
PC-00754,both,True,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,31,en,PRD-0108-P0031-U01,,openai:PRD-0108-P0031-U01:S001,claude:PRD-0108-P0031-U01:S001,PRIV.CB.visibility.opaque,PRIV.CB.visibility.opaque,finding,finding,1.0,raw_equal,b70831557383c0aed81ec6754f2083b2607004ba19cd3f5008d1c73e76dce466
PC-00755,Dominik,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,31,en,PRD-0108-P0031-U01,PRD-0108-P0031-U01,openai:PRD-0108-P0031-U01:S002,claude:PRD-0108-P0031-U01:S002,PRIV.CB.visibility.opaque,PRIV.CB.visibility.opaque,finding,finding,1.0,raw_contains,e121513ecf6fb9c9c18f6ab4b12314c53e4d2c8ac6f7f8a1e7459c4562983cf9
PC-00756,Dominik,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,31,en,PRD-0108-P0031-U01,,openai:PRD-0108-P0031-U01:S003,claude:PRD-0108-P0031-U01:S003,PRIV.CB.visibility.transparent,PRIV.CB.visibility.transparent,finding,finding,1.0,raw_equal,043f52116fa7f707aa9a2a598f7977069f895c92d8910546fedeb1517f1fcf39
PC-00757,Martin,False,en|openai_only,openai_only,CA_BoC_RetailFeasibility_SDP2025_9,32,en,PRD-0108-P0032-U01,,openai:PRD-0108-P0032-U01:S004,,PRIV.ANON,,finding,,,,1069573c5f631a26d25026b95dafc85bde65f825c8e4ac357af0be588703331d
PC-00758,Dominik,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,32,en,PRD-0108-P0032-U01,PRD-0108-P0032-U01,openai:PRD-0108-P0032-U01:S003,claude:PRD-0108-P0032-U01:S002,PRIV.CB.visibility.opaque,PRIV.PET,finding,decision,1.0,raw_contains,7b87c4fa29a4121d21ba6437da58930b90f5a3ad786f56ad73104dd039624f4e
PC-00759,Martin,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,32,en,PRD-0108-P0032-U01,PRD-0108-P0032-U01,openai:PRD-0108-P0032-U01:S002,claude:PRD-0108-P0032-U01:S001,PRIV.PET,PRIV.CB.visibility.transparent,finding,decision,1.0,raw_equal,89c19d0e5ca45d8078791f7546d8d721de506ed5f85f2ec40e548c7635ffffc6
PC-00760,Dominik,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,32,en,PRD-0108-P0032-U01,PRD-0108-P0032-U01,openai:PRD-0108-P0032-U01:S001,claude:PRD-0108-P0032-U01:S003,PRIV.CB.visibility.transparent,PRIV.ANON,finding,finding,1.0,raw_equal,543a7a8d12d314bbcb9ce3dc553cb0c0293c289c2d0828d310f79defcf2559e1
PC-00761,Martin,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,33,en,PRD-0108-P0033-U01,PRD-0108-P0033-U01,openai:PRD-0108-P0033-U01:S005,claude:PRD-0108-P0033-U01:S005,PRIV.ANON,KYC.TIER,finding,decision,1.0,raw_equal,da4424f6c3430f494915b663860f53b7f7146961404bb2e5f2a50e0f4af3ec38
PC-00762,Dominik,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,33,en,PRD-0108-P0033-U01,PRD-0108-P0033-U01,openai:PRD-0108-P0033-U01:S002,claude:PRD-0108-P0033-U01:S002,PRIV.ANON,PRIV.CB.visibility.opaque,finding,finding,1.0,raw_equal,a453cfaf594f22db53e78224c0a68b9b48ea650e0faa54ee449813cde6bc73ca
PC-00763,Martin,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,33,en,PRD-0108-P0033-U01,PRD-0108-P0033-U01,openai:PRD-0108-P0033-U01:S004,claude:PRD-0108-P0033-U01:S006,PRIV.ANON,PRIV.CB.visibility.opaque,finding,decision,1.0,raw_equal,4179856b50b967920c29dfbfb76bad605da6b0262759c2f5e6abce66ee238966
PC-00764,Martin,False,en|claude_only,claude_only,CA_BoC_RetailFeasibility_SDP2025_9,33,en,PRD-0108-P0033-U01,,,claude:PRD-0108-P0033-U01:S001,,PRIV.ANON,,decision,,,abeb477250a80282d22664e626da605d136d59a4e0251df332ded87e96a2b993
PC-00765,Dominik,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,33,en,PRD-0108-P0033-U01,PRD-0108-P0033-U01,openai:PRD-0108-P0033-U01:S003,claude:PRD-0108-P0033-U01:S003,PRIV.ANON,KYC.INTERMED,finding,decision,1.0,raw_equal,9b6e334118661bb5e95e71e6af2c3bbd4be3bc4b14bd67d5dddfc03fbd4f91cf
PC-00766,both,True,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,33,en,PRD-0108-P0033-U01,PRD-0108-P0033-U01,openai:PRD-0108-P0033-U01:S001,claude:PRD-0108-P0033-U01:S004,PRIV.CB.visibility.transparent,KYC.INTERMED,finding,decision,1.0,raw_equal,8e2291c521f67323a886301913e6276043635649d1e93e0df2842e6eb7a5feba
PC-00767,Martin,False,en|claude_only,claude_only,CA_BoC_RetailFeasibility_SDP2025_9,34,en,PRD-0108-P0034-U01,,,claude:PRD-0108-P0034-U01:S006,,OPS.resilience,,finding,,,59e3946667314ed91dc37b68862f7545caf2366d4bf937feec5051f455e9710b
PC-00768,Dominik,False,en|claude_only,claude_only,CA_BoC_RetailFeasibility_SDP2025_9,34,en,PRD-0108-P0034-U01,,,claude:PRD-0108-P0034-U01:S004,,KYC.INTERMED,,decision,,,032b57a5b1865877de517ee14068431bb9d56f795d48a9769244127d1ce7b423
PC-00769,Dominik,False,en|claude_only,claude_only,CA_BoC_RetailFeasibility_SDP2025_9,34,en,PRD-0108-P0034-U01,,,claude:PRD-0108-P0034-U01:S005,,SYS.design,,decision,,,9312bba28097b3e3faf19edd70ed06d407d787c312ae1766439aa2445ea7ff35
PC-00770,Martin,False,en|claude_only,claude_only,CA_BoC_RetailFeasibility_SDP2025_9,34,en,PRD-0108-P0034-U01,,,claude:PRD-0108-P0034-U01:S002,,KYC.INTERMED,,decision,,,69aaa18502d5899c24e3fe0ea35106b4a3d698123c7d7380c205f01fc0122c61
PC-00771,Dominik,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,34,en,PRD-0108-P0034-U01,PRD-0108-P0034-U01,openai:PRD-0108-P0034-U01:S002,claude:PRD-0108-P0034-U01:S001,SYS.design,AML.LIMIT,proposal,decision,1.0,raw_equal,0ff4748a9af3c96de37815072f858888f98635cb44e7743ca429b0cae025af3a
PC-00772,Martin,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,34,en,PRD-0108-P0034-U01,PRD-0108-P0034-U01,openai:PRD-0108-P0034-U01:S001,claude:PRD-0108-P0034-U01:S003,SYS.design,PRIV.ANON,proposal,decision,1.0,raw_equal,ed6c6ef6e8f45c004b7dac835bc189cab9d2f1b4f261f8cdf118538c3f8727fd
PC-00773,Martin,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,34,en,PRD-0108-P0034-U01,PRD-0108-P0034-U01,openai:PRD-0108-P0034-U01:S003,claude:PRD-0108-P0034-U01:S007,OPS.resilience,OPS.resilience,proposal,finding,1.0,normalized_container,25960effc012c95615c58ef7d24842beb1c1a064fd0bef1b3a0f85113a26e27d
PC-00774,Martin,False,en|claude_only,claude_only,CA_BoC_RetailFeasibility_SDP2025_9,35,en,PRD-0108-P0035-U01,,,claude:PRD-0108-P0035-U01:S001,,OPS.resilience,,finding,,,9d4e6cc82485a40673dcab4f37c777804288a15abfde311e8afdc0bff072622f
PC-00775,Dominik,False,en|claude_only,claude_only,CA_BoC_RetailFeasibility_SDP2025_9,35,en,PRD-0108-P0035-U01,,,claude:PRD-0108-P0035-U01:S002,,PRIV.BAL,,finding,,,5654247b3d2d8a1e6f78f45104aba7bfbb768589a17f84bfde0404fc4e38329c
PC-00776,Dominik,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,36,en,PRD-0108-P0036-U01,PRD-0108-P0036-U01,openai:PRD-0108-P0036-U01:S001,claude:PRD-0108-P0036-U01:S001,OPS.resilience,OPS.resilience,finding,finding,1.0,raw_equal,304984ae81f8a6db2cfce62518da04351e7a0c482013ba07fa117b757500f649
PC-00777,both,True,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,36,en,PRD-0108-P0036-U01,,openai:PRD-0108-P0036-U01:S002,claude:PRD-0108-P0036-U01:S002,OPS.resilience,OPS.resilience,finding,finding,1.0,raw_equal,257944c71d6faf0e0583c7b35635d47b6fdc47fa1571feeec86e2666c566da55
PC-00778,Dominik,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,37,en,PRD-0108-P0037-U01,PRD-0108-P0037-U01,openai:PRD-0108-P0037-U01:S004,claude:PRD-0108-P0037-U01:S001,INTEROP.domestic,OPS.resilience,proposal,finding,1.0,raw_equal,3c6aef28f3d2ef6b710812e28959d5a8f97b42f1cc1b99f2e4bfd33920b17670
PC-00779,Dominik,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,37,en,PRD-0108-P0037-U01,PRD-0108-P0037-U01,openai:PRD-0108-P0037-U01:S002,claude:PRD-0108-P0037-U01:S004,KYC.INTERMED,SYS.design,finding,finding,1.0,raw_equal,5dd98afa6966124fb7eac139dd9dfde3a0f2b2c07b8447d2e6b7675b7dd92f14
PC-00780,Dominik,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,37,en,PRD-0108-P0037-U01,PRD-0108-P0037-U01,openai:PRD-0108-P0037-U01:S003,claude:PRD-0108-P0037-U01:S003,PROG.generic,SYS.design,finding,finding,1.0,raw_equal,d8d240a16c5cec8c574a58a9439d1e7e6d186033437c4b51c335107b0a90d8e4
PC-00781,Dominik,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,37,en,PRD-0108-P0037-U01,PRD-0108-P0037-U01,openai:PRD-0108-P0037-U01:S001,claude:PRD-0108-P0037-U01:S002,OPS.resilience,SYS.design,finding,finding,1.0,raw_equal,5dd98afa6966124fb7eac139dd9dfde3a0f2b2c07b8447d2e6b7675b7dd92f14
PC-00782,Martin,False,en|claude_only,claude_only,CA_BoC_RetailFeasibility_SDP2025_9,37,en,PRD-0108-P0037-U01,,,claude:PRD-0108-P0037-U01:S005,,SYS.design,,finding,,,02f9993ceb29ee2869546d5ae0438ed6ec57acdeff8aa0cfd011557af0753cdf
PC-00783,Dominik,False,en|claude_only,claude_only,CA_BoC_RetailFeasibility_SDP2025_9,38,en,PRD-0108-P0038-U01,,,claude:PRD-0108-P0038-U01:S010,,PRIV.MIN,,finding,,,85f72e863db49e90b7d162bf75e90e16fc084f433f5e7dc8c5f1943ca9fd0f42
PC-00784,Dominik,False,en|claude_only,claude_only,CA_BoC_RetailFeasibility_SDP2025_9,38,en,PRD-0108-P0038-U01,,,claude:PRD-0108-P0038-U01:S006,,PRIV.CB.visibility.opaque,,finding,,,b5ad1d4d32069f684bf37068df3fe1596e8ae45933cfe7123dd3a3867c849eda
PC-00785,both,True,en|claude_only,claude_only,CA_BoC_RetailFeasibility_SDP2025_9,38,en,PRD-0108-P0038-U01,,,claude:PRD-0108-P0038-U01:S008,,PRIV.PET,,finding,,,df26d9592d5a5d95dce020db4986b1da5701dd88d269ccc89eec784e826ade63
PC-00786,Dominik,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,38,en,PRD-0108-P0038-U01,PRD-0108-P0038-U01,openai:PRD-0108-P0038-U01:S001,claude:PRD-0108-P0038-U01:S004,PROC.pilot_learning,OPS.resilience,finding,finding,1.0,raw_equal,93040fdecea0624699e75dfdcc5de80d5c459082e2fca2bc34166ef8504aa333
PC-00787,Dominik,False,en|claude_only,claude_only,CA_BoC_RetailFeasibility_SDP2025_9,38,en,PRD-0108-P0038-U01,,,claude:PRD-0108-P0038-U01:S003,,OPS.resilience,,finding,,,938e6e977c7c82a4cb72ffc0627d73dc8a64195b7b4ee2a636e87ae194caf016
PC-00788,Dominik,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,38,en,PRD-0108-P0038-U01,PRD-0108-P0038-U01,openai:PRD-0108-P0038-U01:S003,claude:PRD-0108-P0038-U01:S005,SYS.design,PRIV.CB.visibility.opaque,finding,finding,1.0,raw_equal,43de8663beea0787f74f9791b564e8811cb687384aba581d1b692e4951b7b713
PC-00789,Martin,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,38,en,PRD-0108-P0038-U01,PRD-0108-P0038-U01,openai:PRD-0108-P0038-U01:S002,claude:PRD-0108-P0038-U01:S001,PROC.pilot_learning,SYS.design,finding,finding,1.0,raw_equal,938e6e977c7c82a4cb72ffc0627d73dc8a64195b7b4ee2a636e87ae194caf016
PC-00790,Dominik,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,38,en,PRD-0108-P0038-U01,PRD-0108-P0038-U01,openai:PRD-0108-P0038-U01:S004,claude:PRD-0108-P0038-U01:S007,PRIV.CB.visibility.opaque,PRIV.ANON,finding,finding,1.0,raw_equal,33dd351c33a7a45a3aac6214518b107012131bc16327623730e4f3e374e708f2
PC-00791,Dominik,False,en|claude_only,claude_only,CA_BoC_RetailFeasibility_SDP2025_9,38,en,PRD-0108-P0038-U01,,,claude:PRD-0108-P0038-U01:S009,,PRIV.ANON,,finding,,,060ac61c1b243e44cc933ff32fc4f408750c28bcaa4aa9b005de1127451577c9
PC-00792,Martin,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,38,en,PRD-0108-P0038-U01,PRD-0108-P0038-U01,openai:PRD-0108-P0038-U01:S005,claude:PRD-0108-P0038-U01:S002,PRIV.MIN,SYS.design,proposal,finding,1.0,raw_equal,93040fdecea0624699e75dfdcc5de80d5c459082e2fca2bc34166ef8504aa333
PC-00793,Dominik,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,39,en,PRD-0108-P0039-U01,PRD-0108-P0039-U01,openai:PRD-0108-P0039-U01:S003,claude:PRD-0108-P0039-U01:S001,PRIV.BAL,KYC.INTERMED,proposal,finding,1.0,raw_equal,66c26adb027123202d1d5d94d6e47f22cc2feb160e1e29fec2ca07e9a560ce62
PC-00794,Martin,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,39,en,PRD-0108-P0039-U01,PRD-0108-P0039-U01,openai:PRD-0108-P0039-U01:S001,claude:PRD-0108-P0039-U01:S004,PRIV.CB.visibility.opaque,AML.LIMIT,finding,finding,1.0,raw_equal,3af3ab4a765102b822933fcd9977fb4012980ade1fc6f1c8df8df5e32959f6bc
PC-00795,Martin,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,39,en,PRD-0108-P0039-U01,PRD-0108-P0039-U01,openai:PRD-0108-P0039-U01:S002,claude:PRD-0108-P0039-U01:S006,AML.LIMIT,OPS.resilience,proposal,finding,1.0,raw_equal,3af3ab4a765102b822933fcd9977fb4012980ade1fc6f1c8df8df5e32959f6bc
PC-00796,Martin,False,en|claude_only,claude_only,CA_BoC_RetailFeasibility_SDP2025_9,39,en,PRD-0108-P0039-U01,,,claude:PRD-0108-P0039-U01:S003,,KYC.TIER,,finding,,,b0ea6e67cf6bda27017c0ec4bc03e248f36afdba0ee65764fed50a2aab4fa558
PC-00797,both,True,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,39,en,PRD-0108-P0039-U01,PRD-0108-P0039-U01,openai:PRD-0108-P0039-U01:S005,claude:PRD-0108-P0039-U01:S005,OPS.resilience,OPS.resilience,proposal,finding,1.0,raw_equal,98b7b75ba3e9d9d7927b2db4082007a9f05fb499a7aec9043d02aee1b1cabe9e
PC-00798,both,True,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,39,en,PRD-0108-P0039-U01,PRD-0108-P0039-U01,openai:PRD-0108-P0039-U01:S004,claude:PRD-0108-P0039-U01:S002,OPS.resilience,KYC.INTERMED,proposal,finding,1.0,raw_equal,88947d500087b7691560f8b21730a5c74fd84610d2bc3c3e157f5e2575cf270e
PC-00799,Martin,False,en|claude_only,claude_only,CA_BoC_RetailFeasibility_SDP2025_9,40,en,PRD-0108-P0040-U01,,,claude:PRD-0108-P0040-U01:S001,,SYS.design,,proposal,,,51febcdd91baa608371ea5fabce71a7e265a4434270806816561eaf9bd35cbb4
PC-00800,Dominik,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,41,en,PRD-0108-P0041-U01,,openai:PRD-0108-P0041-U01:S001,claude:PRD-0108-P0041-U01:S002,PRIV.ANON,PRIV.ANON,finding,decision,1.0,raw_equal,025d1e11646bad27cae1a9e96927ea4289a3d0da58c70068347c9bcc2f76da37
PC-00801,Martin,False,en|claude_only,claude_only,CA_BoC_RetailFeasibility_SDP2025_9,41,en,PRD-0108-P0041-U01,,,claude:PRD-0108-P0041-U01:S001,,SYS.design,,decision,,,acb97160bd13b13a420f9819f5c6f2e57880e83599e2c6eef48e2cbc071a764c
PC-00802,Martin,False,en|openai_only,openai_only,CA_BoC_RetailFeasibility_SDP2025_9,42,en,PRD-0108-P0042-U01,,openai:PRD-0108-P0042-U01:S001,,OPS.resilience,,finding,,,,5885ed1afbaefd5feac9c76a88129e4b7d220bbf9ce14d08ec79fcd83f4e6e3d
PC-00803,Martin,False,en|both,both,CA_BoC_RetailFeasibility_SDP2025_9,43,en,PRD-0108-P0043-U01,PRD-0108-P0043-U01,openai:PRD-0108-P0043-U01:S001,claude:PRD-0108-P0043-U01:S001,OPS.resilience,SYS.design,finding,decision,1.0,raw_equal,0ddd37235257d6606a467235d47a95a1115ba7692c131836e5d49faf275777e7
PC-00804,Martin,False,en|openai_only,openai_only,CA_BoC_RetailFeasibility_SDP2025_9,43,en,PRD-0108-P0043-U01,,openai:PRD-0108-P0043-U01:S002,,SYS.design,,decision,,,,170335c38e66b8e25f3e8c2f3242c620ad534b0d73c2418d5d541f2e8fa6a84d
PC-00805,Martin,False,en|openai_only,openai_only,CA_BoC_RetailFeasibility_SDP2025_9,43,en,PRD-0108-P0043-U01,,openai:PRD-0108-P0043-U01:S003,,OPS.resilience,,finding,,,,09bf7b63ba41576d922e794c0245a60f8c71723717dd6fe38f9a73a1e1f8f483
